username,created_at,text,retweet,favorite
zea_mays07,2020-07-03 03:31:06,@FansNerazzurri Tuker griezmann +20juta gpp deh,1,2
zea_mays07,2020-07-02 14:39:27,@Nerazzurri_Ale @Inter 𝙽𝚊𝚗𝚝𝚒 𝚖𝚒𝚗... 𝙼𝚊𝚜𝚒𝚑 𝚗𝚢𝚒𝚊𝚙𝚒𝚗 𝚙𝚒𝚊𝚗𝚘 𝚜𝚖 𝚔𝚘𝚛𝚎𝚘𝚐𝚛𝚊𝚏𝚒 𝚋𝚞𝚊𝚝 𝚙𝚎𝚗𝚢𝚊𝚖𝚋𝚞𝚝𝚊𝚗,0,0
zea_mays07,2020-06-27 06:11:24,@Bolanet Jual dulu alaba,0,0
zea_mays07,2020-06-27 01:34:03,@Gee_Aee @FansNerazzurri Tuker perisic,0,0
zea_mays07,2020-06-26 23:17:03,@_FedeNerazzurra @ICI_Jogja Ini sekalian swab test?,0,0
zea_mays07,2020-06-26 15:01:32,@ICI_Jogja Boleh lah main bentar ke atletico sapa tau oblak pengin coba serie a,0,0
zea_mays07,2020-06-26 14:56:47,"@ICI_Jogja Mumpung lg bnyk duit, sekalian angkut pemain madrid lain.",0,0
zea_mays07,2020-06-26 14:45:34,"@FansNerazzurri Sekalian cari yg lain, biasanya yg dr madrid bagus klo main di inter",0,0
zea_mays07,2020-06-26 05:19:48,@FansNerazzurri 70+coutinho gpp deh,0,0
zea_mays07,2020-06-26 02:58:29,@FansNerazzurri 86 point,0,0
zea_mays07,2020-06-26 01:42:25,@FansNerazzurri Musim ini cukup jd pelajaran buat Conte n manajemen. Musim depan bangun skuad inti n cadangan yg kuat n bisa diandalkan.,0,0
zea_mays07,2020-06-26 01:25:47,"@Bolanet Gpp ambil aja kasihan, tp tuker sm karius",0,0
zea_mays07,2020-06-21 02:56:36,"@nadia_prawidha @dstrVR @afidrachmat @dianmartha S-R kayanya bukan juga, mungkin newcomb",0,0
zea_mays07,2020-06-21 02:49:54,@nadia_prawidha @dstrVR @afidrachmat @dianmartha Lasswell,0,0
zea_mays07,2020-06-17 05:41:55,@Telkomsel ini kenapa banyak sekali sms penawaran pinjaman online ???,0,0
zea_mays07,2020-06-07 12:55:37,@FansNerazzurri Pinjem luka jovic aja tuh,0,1
zea_mays07,2020-06-06 00:42:44,@Bolanet 80juta + benzema boleh lah,0,0
zea_mays07,2020-06-05 01:11:53,@FansNerazzurri Untung ga plontos,0,0
zea_mays07,2020-06-02 04:26:58,@williabi Biasane travel nek ora ya bus ra genah. Bakal laris manis kuwe mba efi,0,0
zea_mays07,2020-06-01 00:03:08,"@Nerazzurri_Ale Klo tahun depan di lepas lagi ke inter, berarti inter dpt 15juta",0,0
