username,created_at,text,retweet,favorite
indraszlaila,2020-06-23 01:48:02,@Allysmg_ Yg indah indah boleh deh,0,0
indraszlaila,2020-06-22 23:44:26,@Allysmg_ Ada yg marah sampe puncak gemilang cahaya nih,0,0
indraszlaila,2020-05-27 02:59:36,@yaelahcan Lha iya to,0,0
indraszlaila,2020-05-22 14:29:22,@allysamega Dibajak atau asli dari hati?,0,0
indraszlaila,2020-05-20 14:08:59,@miffauziah Sabar ya mif. Mencoba suasana baru 😀,0,0
indraszlaila,2020-03-27 12:58:58,@CandraWidyasari Coba gantian beli minuman can,0,0
indraszlaila,2020-03-22 04:54:44,@allysamega Wah capa nicchhh,0,0
indraszlaila,2020-03-22 02:09:18,@allysamega @riojohan Bukan aku lho,0,0
indraszlaila,2020-03-20 05:03:25,@riojohan @allysamega,0,0
indraszlaila,2020-03-17 16:07:28,@bayu_joo Pekewuh bilamana berjumpa dengan orangnya,0,0
indraszlaila,2020-03-17 15:36:06,@Rimadnss Alhamdulillah sehat rim. Gmn kabarmu? Stay safe too rim. Sedia sabun selalu😁😁,0,0
indraszlaila,2020-03-16 11:40:47,@Rimadnss Tidak terasa sudah bertahun2 tdk berjumpa ya rim 😂😂,0,0
indraszlaila,2020-03-15 01:36:25,@Rimadnss Selamat bertambah tua rim 😊,0,0
indraszlaila,2020-03-15 00:53:28,@icvbear Mbas (mbak dan mas) 😂😂😂,0,0
indraszlaila,2020-02-01 10:53:12,@allysamega Seneng ya chat sm aku?,0,0
indraszlaila,2020-01-06 13:30:39,@allysamega Gajian tinggal menghitung hari kurleb 24 hari lagi 😊😊,0,0
indraszlaila,2019-12-27 04:22:04,@allysamega @ohmybeautybank Suka wadahnya 😍😍,0,0
indraszlaila,2019-12-22 02:22:20,Ternyata grogi membuat mules mules gimana gitu hehehe,0,0
indraszlaila,2019-12-10 04:04:24,@daraprayoga_ Wkwk pikiran ini muncul kalo sedang tidak menginginkan sesuatu utk dibeli,0,0
indraszlaila,2019-12-02 06:43:00,@CandraWidyasari Wkwk iyak iyak iyak,0,0
indraszlaila,2019-12-02 05:26:08,@CandraWidyasari A snowmannn,0,0
indraszlaila,2019-12-02 04:27:49,@allysamega Astaghfirullah al adzim Astaghfirullah al adzim,0,0
indraszlaila,2019-11-30 15:30:37,@indrawidjaya Kirain tutorial ngobatin hidung mampet karena umbelen,0,0
indraszlaila,2019-11-16 15:08:47,@allysamega Emotnya melok melok aku ik,0,0
indraszlaila,2019-11-16 14:18:41,Ternyata bosen juga membahas hal yg sama berulang ulang ☺☺,0,0
indraszlaila,2019-11-02 07:35:49,@allysamega @Sandblazt Dah kuritwit 😂😂,0,0
indraszlaila,2019-10-23 10:50:14,@andihiyat @allysamega ninuninuninu,0,0
indraszlaila,2019-10-19 05:38:43,@raditatika Wah dit selamatt akhire nganggo toga wkwk,0,0
indraszlaila,2019-10-19 04:48:47,@monicahaps Selamatt atas gelar barunya monn 🎓🎓🎓,0,0
indraszlaila,2019-10-14 14:00:23,@CandraWidyasari Yg bisa jadi punggung 😂,0,0
indraszlaila,2019-10-14 07:40:39,@CandraWidyasari Mashoookkk ndraa,0,0
indraszlaila,2019-10-07 10:22:35,@wiranagara Curhat teross,0,3
indraszlaila,2019-10-01 14:08:30,@CandraWidyasari Boleh dijelaskan can? Bacut penasaran wkwk,0,0
indraszlaila,2019-09-27 11:32:10,Terkadang ingin seperti teman temanku yg sesantuy itu ketika menghadapi suatu ketidakpahaman yg seharusnya benar benar dipahami~~~~~~~~,0,0
indraszlaila,2019-09-26 15:14:24,@wiranagara Tiyetiyetiye,0,0
indraszlaila,2019-08-13 02:29:15,"@allysamega Mending kata ""seperti""nya dihapus aja mbak. Tidak efektif",0,0
indraszlaila,2019-08-03 16:20:55,Nyatanya pernah jahat pada waktunya. Skakmat memang ada. Penyesalan tidak terkira. Lalu tidak bisa apa apa,2,1
indraszlaila,2019-07-20 11:56:26,@dhevatriya Wkwk eh ada dheva,0,0
indraszlaila,2019-07-20 04:47:43,Ternyata rindu bisa menyebabkan sendu😌😌,0,0
indraszlaila,2019-07-17 01:58:17,@allysamega Give away yg diadakan ✅,0,0
indraszlaila,2019-07-08 10:43:19,@allysamega Beliin mbakk 😍😍😍,0,0
indraszlaila,2019-07-06 13:37:55,Nyatanya terbiasa bersama lalu tidak bersama sangat tidak terbiasa,0,0
indraszlaila,2019-06-26 15:20:56,@monicahaps Tawangmangu mon,0,0
indraszlaila,2019-06-23 11:48:39,@andihiyat Benul juga,0,0
indraszlaila,2019-06-19 14:09:55,@allysamega @bayu_joo Sa ae mbakk,0,0
indraszlaila,2019-06-10 13:38:24,"Ingat ya, hanya Allah yg benar benar tau isi hatimu, pikiranmu, dan niatmu 😎😎",0,1
indraszlaila,2019-06-05 18:11:56,@allysamega Ditabung buat piqniq dong,0,0
indraszlaila,2019-05-24 14:55:12,"Nyatanya, nasehatin orang lain lebih gampang dibanding nasehatin diri sendiri. Hmmm hmmm",0,1
indraszlaila,2019-04-28 12:19:59,@heniall Wkwk haloo henii,0,0
indraszlaila,2019-04-27 15:12:38,"@heniall Kukira dulu aku aneh merasa sepert ini, nyatanya ada temen 😂😂",0,0
indraszlaila,2019-04-23 14:16:29,"@allysamega Sebenarnya itu cuma pura pura aja. Di rumahku adanya brondong jagung, rambak, dan karak 🙊",0,0
indraszlaila,2019-04-23 13:48:40,@allysamega Apakah anda merasakan hal yg sama?,0,0
indraszlaila,2019-04-23 13:01:05,Dasar cemilan cemilan lain. Kau datang dan pergi bersamaan,0,0
indraszlaila,2019-04-23 12:57:10,"Maunya jadi yg pertama, nyatanya jadi yg banyaknya 🍕🍔🍟🍗🍡🍩🍮🍦",0,0
indraszlaila,2019-04-20 22:25:20,@allysamega Makasih infonya cikgu,0,0
indraszlaila,2019-04-09 13:50:56,@allysamega Apakah ini kisah nyata?,0,0
indraszlaila,2019-04-08 18:40:43,@allysamega Aku masih 17tahun kak,0,0
indraszlaila,2019-03-30 13:15:20,Sukanya kok menguji kesabaran 🐸🐸,0,0
indraszlaila,2019-03-27 15:26:26,@allysamega Makane gausah dikerjain biar ga revisi,0,0
indraszlaila,2019-03-19 14:08:57,@allysamega Dasar! Me too 😌,0,0
indraszlaila,2019-03-15 04:03:14,Percayalah. Ada kebaikan dari setiap kesabaran dan keihklasan 🎇🎇🎇,0,1
indraszlaila,2019-03-10 09:58:05,Ternyata saya masih blm kuat saat tidak sengaja tau apa yg seharusnya memang tidak perlu tau 🎃🎃🎃,1,0
indraszlaila,2019-01-29 19:32:36,Nyatanya jadi lebih buruk lbh mudah daripada jadi lebih baik 🎃🎃,0,0
indraszlaila,2019-01-22 04:37:29,Nyatanya bahaya bisa datang dari mana aja. Buka dompet sudah merasa terancam,0,0
indraszlaila,2019-01-19 12:18:26,Ho oh betul https://t.co/ldePUHBMzs,0,0
indraszlaila,2019-01-17 04:08:23,😂😂😂😂 https://t.co/JNYzxtV22L,0,0
indraszlaila,2019-01-15 15:55:00,@allysamega @KemenBUMN @KAI121 Maafkan aku tidak bisa membantu membacakannya karena blur juga wkwk,0,0
indraszlaila,2019-01-14 16:18:04,Barangkali terlewat🐝🐝,0,0
indraszlaila,2019-01-12 17:20:35,Bersyukurlah yg ketemu kasur langsung tidur bukan tiduran dulu baru tidur. Karena di sela sela tiduran dan tidur yg sebenarnya dapat memunculkan pikiran pikiran yg seharusnya tidak dipikirkan 😌😌,0,0
indraszlaila,2019-01-10 00:16:45,Wkwk https://t.co/mtqEG97aqp,0,0
indraszlaila,2019-01-04 17:17:12,@allysamega masih mau ga al? https://t.co/b0rorS7G8m,0,0
indraszlaila,2019-01-04 12:08:12,Menambah keruhan 🐨🐨,0,0
indraszlaila,2018-12-31 15:27:10,Hening hanya akan membuat rame pikiran sendiri 🐓🐓,0,0
indraszlaila,2018-12-15 15:06:00,@allysamega Kalo pilgan tanya temen2mu aja dek,0,0
indraszlaila,2018-12-15 14:12:09,@allysamega Mayan kalo dapet soal essay bisa termotivasi,0,0
indraszlaila,2018-12-15 13:39:04,Mwantulll https://t.co/I8wrrVl6yf,0,0
indraszlaila,2018-12-12 13:29:45,Sakit kok dibikin sendiri hmm https://t.co/MuGRWjNSTz,0,0
indraszlaila,2018-12-10 15:26:21,@allysamega Es di gelas yg berisi teh manis jadi mencair,0,0
indraszlaila,2018-12-10 05:30:02,Ketika sumuk dapat menyebabkan perubahan mood 🐧🐧,0,0
indraszlaila,2018-12-05 11:50:34,Nah nah https://t.co/sZlYkQoqg4,0,0
indraszlaila,2018-12-02 16:11:46,Bisa bisanya meracau kalau kalau 🐱🐱🐱,0,0
indraszlaila,2018-11-20 13:29:30,@allysamega Belum uas tp rencana liburan sudah tercium,0,0
indraszlaila,2018-11-18 12:30:34,😂😂 https://t.co/OpLOJJNZ0f,0,0
indraszlaila,2018-10-27 02:46:36,Overthinking memang bikin over thinking 🐴🐴🐏🐏🐇🐇,0,0
indraszlaila,2018-10-24 08:23:07,Mwantullll https://t.co/pf2jQT5sU9,0,0
indraszlaila,2018-10-18 13:02:50,@allysamega Dan sedihnya pesenan temen lbh enak,0,0
indraszlaila,2018-10-11 08:57:15,@hnfhM Apalagi yg pejalan kaki ya em. Makin keren 😹😹,0,0
indraszlaila,2018-10-09 12:39:50,Buka folder yg sama berulang2 bosen juga ternyata🐑🐑🐑,0,0
indraszlaila,2018-10-08 00:12:28,Ngantuk ga ngantuk tetep tidur @allysamega https://t.co/jEgaaeUX7V,0,0
indraszlaila,2018-10-06 14:03:43,@allysamega Besok pas ketemu tak gituin ya,0,0
indraszlaila,2018-10-02 13:02:51,😹😹😹 https://t.co/VIkeA8eJjR,0,0
indraszlaila,2018-09-26 15:52:11,@allysamega Ndapapa sengaja buat ngetes km gagas tulisanku apa ndak,0,0
indraszlaila,2018-09-26 15:47:08,Gini gitu gini gitu ginu giti 🐢🐢,1,0
indraszlaila,2018-09-22 03:02:06,@allysamega al piye al https://t.co/KnnsQcHZTh,0,0
indraszlaila,2018-09-20 05:39:59,@allysamega Bacanen al bacanen,0,0
indraszlaila,2018-09-11 14:01:03,Wah kita banged @allysamega https://t.co/wARXlwwlhw,1,0
indraszlaila,2018-09-08 11:50:52,Dampak negatif dari nafsu nih. Nafsu buka intajram https://t.co/ws622zkzOi,0,0
indraszlaila,2018-09-05 13:58:24,Karena sedang kutip--kuota tipis https://t.co/Q3b3gtJ3D6,0,0
indraszlaila,2018-09-02 04:06:15,@allysamega Yang lagi anu ih,0,0
indraszlaila,2018-09-02 04:05:33,@allysamega Loh itu kan kelakuanmu,0,0
indraszlaila,2018-09-01 14:52:57,Boros kurang seru kalo cuma sekali https://t.co/DWXL4ZpAj0,0,0
indraszlaila,2018-09-01 14:48:23,Nah loh https://t.co/qKmkremKZw,0,0
indraszlaila,2018-08-24 11:37:41,@allysamega Pajang fotonya aja,0,0
indraszlaila,2018-08-24 10:39:29,"Mbok di tag sisan yg ""maling"" hatimu itu https://t.co/hCC9fx8D6O",0,0
indraszlaila,2018-08-16 23:20:08,@allysamega Doimu lagi jual mahal 😌,0,0
indraszlaila,2018-08-03 07:57:59,😌😌😌 https://t.co/bJwYMNmHst,0,0
indraszlaila,2018-08-01 00:36:09,@allysamega Anu al apa ya tak bermakna,0,0
indraszlaila,2018-07-31 22:50:47,Menurutku bagus. Tapi aku tidak memaksamu utk mengatakan hal yg sama 🐧🐧🐧 https://t.co/skAAqB0zBM,0,0
indraszlaila,2018-07-28 11:53:37,@allysamega aku banget apa kita banget nih 😌 https://t.co/SI2HB5oeaa,0,0
indraszlaila,2018-07-26 02:12:49,@allysamega Anggep wae senderan krn saling membelakangi,0,0
indraszlaila,2018-07-07 12:30:33,😁😁😁 https://t.co/CNYKWoq9zo,0,2
indraszlaila,2018-07-05 15:53:35,"When ""kode"" memang diperlukan krn ngomong langsung kurang gayeng 🐤🐤🐤",0,3
indraszlaila,2016-08-22 06:27:23,Saya sedang online di Solo Square menggunakan @citranet #freewificitranet @citranet #freewifisolo,0,0
indraszlaila,2014-07-10 16:03:48,@narsetyo emang arep buber nengdi nggar?,0,0
indraszlaila,2014-05-24 11:52:36,@riskapangesti_ yap :D,0,0
indraszlaila,2014-05-24 11:49:27,@mavistol @deckdiky @riza_zilla haha oke samasama dik,0,0
indraszlaila,2014-05-24 11:45:24,@riskapangesti_ sampun mbak,0,0
indraszlaila,2014-05-17 16:13:04,@syifaaaJ happy birthday syifa jindra :D,1,0
indraszlaila,2014-05-10 11:58:09,@EnindyDiana terus ngopo yok an? :p,0,0
indraszlaila,2014-05-01 15:13:48,@Iam_Rezak @mavistol @HOLIDIAN_ @heniall @indrianarchn @PraAdityas @donynov @Guntur_Lufianto @adityadymi_ wow banget za -__-,0,0
indraszlaila,2014-04-22 09:59:31,@EnindyDiana rapopo din rapopo :p,0,0
indraszlaila,2014-04-22 09:39:57,@EnindyDiana halah :p,0,0
indraszlaila,2014-04-22 09:39:01,@RShellydr yang pura-pura cinta? juga ada,0,0
indraszlaila,2014-04-20 03:54:28,@ifal_luckyOne haha oke pal ndak masalah,0,0
indraszlaila,2014-04-17 13:10:41,"@imagindration min, talkshow yang di solo perlu daftar?",0,0
indraszlaila,2014-04-14 11:34:37,@JellyTunggalD hauwah jelmon upload foto sepatu anyar kih :D,0,0
indraszlaila,2014-04-14 11:27:40,@RShellydr @FlorentinaAC *karaoke*,0,0
indraszlaila,2014-04-11 12:28:16,@dhevatrya nggak juga sih=iya tapi dikit :v,0,0
indraszlaila,2014-04-11 12:23:29,@dhevatrya oh critanya lagi kangen? :p,0,0
indraszlaila,2014-04-11 12:13:41,@dhevatrya haaiiiii,0,0
indraszlaila,2014-04-11 12:02:50,@riza_zilla haha iya juga sih :D,0,0
indraszlaila,2014-04-11 12:01:05,@Fatchur_8 ngopo lho ya :v,0,0
indraszlaila,2014-04-11 11:58:52,@Florentina_Fira haha ya begitulah,0,0
indraszlaila,2014-04-10 11:59:40,@Florentina_Fira bhineka tunggal ika ya :D,0,0
indraszlaila,2014-04-10 11:50:58,masalahnya sekarang memang sudah beda,1,0
indraszlaila,2014-04-10 11:46:54,@riza_zilla ah apalah ini :D,0,0
indraszlaila,2014-04-08 13:52:07,@ifal_luckyOne oke pal samasama,0,0
indraszlaila,2014-04-07 12:21:48,kapan kapan,0,0
indraszlaila,2014-04-01 15:57:20,@RShellydr galau,0,0
