username,created_at,text
fia_lutfiazhari,2020-06-12 17:13:26,@hendrisetiyanto Tapi keterusan
fia_lutfiazhari,2020-06-12 17:05:40,"Positif thinking Positif thinking Positif thinking please, kata pikiranku ke perasaanku 😪"
fia_lutfiazhari,2020-06-12 17:03:08,Berusaha untuk bodoamat dan menguatkan diri sendiri 😁
fia_lutfiazhari,2020-06-12 16:55:46,@fuckincapcipcup Sama dong
fia_lutfiazhari,2020-06-12 16:33:42,@brojabrooo Muasssss
fia_lutfiazhari,2020-06-12 16:33:29,@radenrauf Dan saat ini aku terjebak cinta with my ex boyfriend
fia_lutfiazhari,2020-06-12 16:28:39,@ohmybeautybank Aku pake tender care tp justru bikin bibir ku makin antara kering sama licin gitu Jd mending biasa tp aku basahin trs ku gosok biar ga kering 😁
fia_lutfiazhari,2020-06-12 16:24:10,@ohmybeautybank Skwad fitness
fia_lutfiazhari,2020-06-12 16:23:19,@ohmybeautybank Coba aja semua
fia_lutfiazhari,2020-06-12 16:22:49,"@ohmybeautybank Dulu pake wardah , trs iseng2 nyoba blush on an pake lipcream / eyeshadow dan warnanya lbh bagus lbh pigmented alhasil skrng kalo blush on an pake lipcream/ eyeshadow terus 😆"
fia_lutfiazhari,2020-06-12 16:18:33,@ohmybeautybank Buka aja skwad fitness kalo ngga chloe fitness kalo ga sunny funny fitness
fia_lutfiazhari,2020-06-12 16:16:17,@jawafess Nresnani uwong taun2 nan dan wonge mudeng tapi tetep b aja Anjaaaaaaaaaay wkwkkwk 🤣
fia_lutfiazhari,2020-06-12 16:08:10,@ohmybeautybank Pernah malahan cuma ngeflek2 seharian tapi besoknya udh keluar daraah
fia_lutfiazhari,2020-06-12 15:58:15,"@ohmybeautybank Kalo aku kopi sama susu, kopinya kapal api"
fia_lutfiazhari,2020-06-12 15:18:41,@M_Jiibril Wiih suka drakor juga mas? Wkwkkwk 😁
fia_lutfiazhari,2020-06-12 15:09:56,@M_Jiibril Ga suka akutu mas 😆😆 Sukanya drama korea 🤣🤣
fia_lutfiazhari,2020-06-12 15:04:06,@M_Jiibril Oalah baru tahu wkwkwk 😆
fia_lutfiazhari,2020-06-12 14:59:09,@M_Jiibril Emang gomu gomu itu apa?
fia_lutfiazhari,2020-06-12 14:54:28,Aku masih terheran2 kenapa ada tmn2 ku yg manggil aku onepiece/ lutfi gomu gomu 😕 apa alasannya cobaaa ga paham akutuu #onepiece982
fia_lutfiazhari,2020-06-12 14:49:21,Nangis w nontonnya https://t.co/GjouwrJ1Uu
fia_lutfiazhari,2020-06-12 14:32:52,"Heran kenapa sekarang udh gabisa kya dulu yg cuek sama apapun , yg penting w happy gitu Tp sekarang mikir nya udh kompleks , gabisa kalo di suruh mikir ttg bahagia nya aku sendiri endingnya ttp kepikiran org lain"
fia_lutfiazhari,2020-06-12 13:34:02,Kangen :(
fia_lutfiazhari,2020-06-12 13:33:09,@halosquid_ Gabut
fia_lutfiazhari,2020-06-12 13:31:17,@Shellaemeliana1 Samaaaa
fia_lutfiazhari,2020-06-11 15:25:38,"Al-Lahab , Al-Kafirun, Adh-Dhuha , At-Tin https://t.co/ysdyIDw0kx"
fia_lutfiazhari,2020-06-11 03:45:18,@jawafess Keraas
fia_lutfiazhari,2020-06-10 15:02:38,Finally gedenya upin ipin mirip park seo joon https://t.co/3ZIcuMbSjl
fia_lutfiazhari,2020-06-10 15:00:09,@subtanyarl Semudah itu kaaaah jadian skrng? Jd pgn coba :v
fia_lutfiazhari,2020-06-10 14:59:24,@ohmybeautybank Bcs w org solo pilih yg solo lah
fia_lutfiazhari,2020-06-10 13:32:14,Tapi tamasya nya bikin sedih terus budeee https://t.co/V6Zfu6GB7S
fia_lutfiazhari,2020-06-10 13:19:10,Lelahnya bertahan :)
fia_lutfiazhari,2020-06-10 11:50:34,Udah dapet kwetiauw nya tp bingung mau dimasak apa
fia_lutfiazhari,2020-06-10 11:49:13,@sivaaisya Bu soimah emang TOP 😄
fia_lutfiazhari,2020-06-10 09:58:19,@majelismeyong Auto semaput di ajak rene 🤣
fia_lutfiazhari,2020-06-10 09:46:36,@ohmybeautybank Kalo rutin &amp; disiplin ya berhasil Tp w masih seneng makan makanan yg ga sehat
fia_lutfiazhari,2020-06-10 09:29:50,@jawafess Tengtengcrittt yakaaan nganti bengi
fia_lutfiazhari,2020-06-10 09:29:10,"@gowjek Nyebrang pas sore-malam di jalan raya deket rumah, soalnya dulu pas mau nyebrang pernah di tabrak org dari arah yg satunya"
fia_lutfiazhari,2020-06-09 15:01:12,"Maaf , jangan pergi 😪 https://t.co/oTJQ9YdLRm"
fia_lutfiazhari,2020-06-09 14:55:39,Mens udh selesai tp badmood nya berkepanjangan :(
fia_lutfiazhari,2020-06-09 12:28:48,@mhdarief2208 Tapi kepo nya mendarah daging
fia_lutfiazhari,2020-06-09 01:23:22,"@FAIZINMIFTAH @jawafess Bukan mas , bukan ayu tp lutfi wkwkkw 🤣🤣"
fia_lutfiazhari,2020-06-08 11:26:36,@ohmybeautybank Wardah lipmousse ada yg chic terracotta
fia_lutfiazhari,2020-06-08 11:19:38,@FAIZINMIFTAH @jawafess A*u . . . . Aku maksuteee 🤣
fia_lutfiazhari,2020-06-08 11:18:51,@jawafess Jarene deknen nganu to
fia_lutfiazhari,2020-06-08 11:18:32,@darussehat @jawafess Garangan @Akhmadbp
fia_lutfiazhari,2020-06-08 10:39:54,@FOOD_FESS Enak woooy
fia_lutfiazhari,2020-06-08 05:40:45,#tawangmangu https://t.co/e5K49FW32u
fia_lutfiazhari,2020-06-08 05:39:16,#tawangmangu ninggal janji 🤣
fia_lutfiazhari,2020-06-07 15:52:01,@jawafess Aku nguakak dong bacanya
fia_lutfiazhari,2020-06-05 17:37:18,#RaisaThrowback - Serba salah
fia_lutfiazhari,2020-06-05 17:28:03,@mhdarief2208 Kalo mau gimana dong?
fia_lutfiazhari,2020-06-05 17:26:24,Selamat ulangtahun kak @raisa6690 🎉🎉 Semoga pandemi segera berakhir dan bisa di pertemukan di konser2 selanjutnyaa Aku sudah rinduuuu 😊😊😊😊 https://t.co/B9eWa24jDy
fia_lutfiazhari,2020-06-05 17:18:27,@akugaribet @mhdarief2208 Sabar terus akutuu mas 😁
fia_lutfiazhari,2020-06-05 17:13:00,@mhdarief2208 Enak dilihat tp gabisa di milikin Huuh 😪
fia_lutfiazhari,2020-06-05 17:12:11,@dsuperboy Jam jam galau akuut
fia_lutfiazhari,2020-06-05 16:43:23,@bunga_tyass Ampeg ampeg seseg :v
fia_lutfiazhari,2020-06-05 13:45:34,@luthfiaerlin Pernah nyobo greentea lin?
fia_lutfiazhari,2020-06-05 13:34:22,@luthfiaerlin Oily to mukamu ?
fia_lutfiazhari,2020-06-05 09:40:17,@luthfiaerlin Apel juga enaaak 😁
fia_lutfiazhari,2020-06-04 05:32:20,"@ohmybeautybank Skintype ku combi , undertone warm , bedaknya marcks yg cream"
fia_lutfiazhari,2020-06-03 14:27:33,Tapi boong
fia_lutfiazhari,2020-06-03 14:27:05,Ah gabut jd pgn cari cowo
fia_lutfiazhari,2020-06-03 14:14:53,Gabut bet ya allah
fia_lutfiazhari,2020-06-03 14:05:58,@subtanyarl Kalo ayah tu galaknya diem auto takut w Kalo ibu galaknya ngomel
fia_lutfiazhari,2020-06-03 13:16:23,@jawafess Retjeeeh
fia_lutfiazhari,2020-06-03 13:14:50,@afbrly Anyiiiiiing 🤣
fia_lutfiazhari,2020-06-03 13:01:17,"Kalo boleh milih niih W pilih di pacarin 1 atau 1.5 tahun an trs di ajakin nikah Pacarannya jgn lama2 , koleksi dosa ntar wkwk 😆 https://t.co/mmkPIIUnuO"
fia_lutfiazhari,2020-06-03 12:57:53,Males maem nasi akhirnya nge grabfood salbu https://t.co/KNgSS7OluG
fia_lutfiazhari,2020-06-03 09:26:35,@subtanyarl Mas jawa laah
fia_lutfiazhari,2020-06-03 04:45:59,@chrismonakk Happy Birthday monaa 🎉🎉🎉🎉
fia_lutfiazhari,2020-06-02 16:12:07,@Asknonym Menerima dia dgn masalalunya Krn kita berhubungan buat kedepan bukan buat balik lg ke masalalu
fia_lutfiazhari,2020-06-02 15:31:04,@anakrajadajjal Jahat emang lau a Udh gitu nge judge wacana jd makin jahat 🤣
fia_lutfiazhari,2020-06-02 15:29:51,@K_DramaIndo Kayanya bagus nih Apalagi yg main mas alien
fia_lutfiazhari,2020-06-02 13:21:54,@anakrajadajjal Delivery ke rumah a
fia_lutfiazhari,2020-06-02 13:21:26,@siwonchoi Ajak2 kek oppa kalo mau nenangin pikiran 🤣
fia_lutfiazhari,2020-06-02 13:19:58,@siwonchoi Istirahat oppa kalo capekk Jangan lupa minum vitamin dan makan yang sehat 🥰
fia_lutfiazhari,2020-06-02 13:19:13,"@sasyaaaaw Cewe cantik mandi sehari 1x aja ttp cantik , buktinya aku Wkwkwkwkk 🤣🤣 Tapi boong"
fia_lutfiazhari,2020-06-02 13:18:24,@anakrajadajjal Ah kamu gamau jemput aku a
fia_lutfiazhari,2020-06-02 08:27:04,@dirutmrjprtma Hiyaa buset bisa keter gendakan e 🤣
fia_lutfiazhari,2020-06-02 08:09:27,@syahida_ar Makin mumet dong nanti kalo pusing aku tmbh mumet :v
fia_lutfiazhari,2020-06-02 05:38:58,@afridadc_ Apakah mumet termasuk gejala galau?
fia_lutfiazhari,2020-06-02 05:08:30,"Kepalaku mumet , apakah ini pertanda aku pusing? 😁"
fia_lutfiazhari,2020-06-02 04:59:00,@siwonchoi Mas aguuung 😊
fia_lutfiazhari,2020-06-01 17:58:21,Ngedengerin lagu2 healing di youtube jd kepengen beli &amp; belajar main kalimba
fia_lutfiazhari,2020-06-01 16:46:59,Overthinking -_-
fia_lutfiazhari,2020-06-01 14:13:56,@marcellawijaya6 Rindu kamuuu nih cil
fia_lutfiazhari,2020-06-01 14:13:07,@melatiinannisa Uwuw sekalii mel 😁😁
fia_lutfiazhari,2020-06-01 14:09:17,@marcellawijaya6 Apasih cilll
fia_lutfiazhari,2020-06-01 07:28:54,@radenrauf Aamiin Semoga Juni membawa kabar baik
fia_lutfiazhari,2020-06-01 07:25:09,W udh otw ke 21 kali https://t.co/8C7mJByoMs
fia_lutfiazhari,2020-06-01 07:10:15,Selamat bulan Juni Bulan lahirnya cewe2 cantik Wkwkwkkw 😁
fia_lutfiazhari,2020-06-01 07:08:10,@nandasurwaka Aamiin
fia_lutfiazhari,2020-06-01 07:07:54,@FiersaBesari Sudah juni aja niih 😁
fia_lutfiazhari,2020-05-31 22:37:08,"@hendrisetiyanto Semoga kamu baik2 saja , doaku pagi ini 😁"
fia_lutfiazhari,2020-05-31 21:56:41,Hai juni Welcome back😊😊
fia_lutfiazhari,2020-05-30 07:31:32,Terkadang kalo udh gakuat nyari tmn yg kurasaa pas buat w pegang kepercayaannya buat tmpt cerira trs sholat https://t.co/rRg1cQdBuo
fia_lutfiazhari,2020-05-29 13:11:16,Pengen OFF WA aku tuuu -_-
fia_lutfiazhari,2020-05-29 10:17:55,@raisa6690 Ngemilikin dee mba yayaa
fia_lutfiazhari,2020-05-29 09:28:58,@MUSIC_FESS Anjir pgn ngakak
fia_lutfiazhari,2020-05-29 09:27:04,Bete bgt ya allah :( Pgn marah
fia_lutfiazhari,2020-05-28 22:58:24,@nisanurramadani Iya pdhl kita jg yg ngundang penyakit tp kita jg gamau di salah2in 😆
fia_lutfiazhari,2020-05-28 22:57:29,@syahida_ar @yujingan_ Waseem wkwkwkwk Ngeri tenan 🤣🤣🤣
fia_lutfiazhari,2020-05-28 13:49:16,@roseeearmp Ututu tayaaang🤗🤗🤗🤗
fia_lutfiazhari,2020-05-28 13:47:20,@roseeearmp Aduuh meleleh wkwk 🤣
fia_lutfiazhari,2020-05-28 13:42:47,Kalo sakit tu pgn nya di perhatiin di manja gitu kek tp mlh di marahin Walaupun emg itu salah kita tp kita cewe2 ga butuh di salah2in pas sakit tuu 😔
fia_lutfiazhari,2020-05-28 13:40:05,@yujingan_ Kalo sama pasangan lebih santai kalo pake bhs jawa ngoko
fia_lutfiazhari,2020-05-28 13:37:03,@yujingan_ Lha kok kaya omongan sama simbah 🤣
fia_lutfiazhari,2020-05-28 13:36:13,@anakrajadajjal Wah wah jauh jauh
fia_lutfiazhari,2020-05-28 13:34:30,@anakrajadajjal Jahaaaaatttttt
fia_lutfiazhari,2020-05-28 13:29:55,@annisakamalia_ Apoooo
fia_lutfiazhari,2020-05-28 13:21:19,@subtanyarl Seriing lah
fia_lutfiazhari,2020-05-28 13:20:35,@annisakamalia_ @sasyaaaaw For the first time aku nonton kowe njedul ning twitter maaaal
fia_lutfiazhari,2020-05-28 12:56:34,@Photo_ndo18 Coba tanyakan pada rumput yang bergoyang Wkwkwkwk :v
fia_lutfiazhari,2020-05-28 12:37:31,@Photo_ndo18 Ga doyan aku nek kambing Nek wes dimasak lg doyan wkwkwk
fia_lutfiazhari,2020-05-28 12:29:38,Setelah gliyengan dari sblm lebaran Tekanan darah rendah Dan sekarang demam 😔
fia_lutfiazhari,2020-05-28 11:04:41,Buka puasa pgn makan kwetiau sama jus Alhasil beli lwt grabfood Tp ga ngerti sampe skrng blm nemu kwetiau yg cocok di lidah w
fia_lutfiazhari,2020-05-28 11:03:38,@anakrajadajjal Aku a 🤣
fia_lutfiazhari,2020-05-28 07:36:56,"@gowjek Whatsapp , instagram, shopee"
fia_lutfiazhari,2020-05-28 05:26:24,Badan adem panas beginii
fia_lutfiazhari,2020-05-28 05:25:40,@Jogja24Jam Gasskeeun
fia_lutfiazhari,2020-05-28 03:42:02,"@ohmybeautybank Love yourself , aku aja udh mau 21 thn tinggi ku cuma 153 cm"
fia_lutfiazhari,2020-05-28 03:38:00,@misellia_ https://t.co/Aqo0DjEC3w
fia_lutfiazhari,2020-05-27 21:50:18,"@FOODFESS2 Aku thn kemaren full grgr ga haid , dan nilai + nya dari Haid ga lancar tu kalo pas ramadhan pas ga lancarnya , puasa bisa full"
fia_lutfiazhari,2020-05-27 21:18:54,Sahuur sahuur sendiri makan makan sendiri wkwkwkwkwk 🤣🤣🤣
fia_lutfiazhari,2020-05-27 18:06:04,Trending topic nya keponakan online gw dong wkwk 😆
fia_lutfiazhari,2020-05-27 18:04:17,Saat kamu menabur kebaikan kamu akan memanen kebaikan tp saat kamu menabur keburukan yg akan kamu tuai juga setimpal 😁
fia_lutfiazhari,2020-05-27 18:02:28,@nisanurramadani Duuh apalah dayaku masih 17+ wkwkkwk 🤣
fia_lutfiazhari,2020-05-27 18:01:11,@nisanurramadani Wah konten tengah malam wkwkwk 🤣
fia_lutfiazhari,2020-05-27 17:53:40,@nandasurwaka Mundur ah jadi antek2 surwaka Takut di sindiriiin akun sebelah Wkwkwkkwkwkkwk 🤣
fia_lutfiazhari,2020-05-27 17:52:28,@nandasurwaka @bunga_tyass Eh aku wingi ning monita lo Tp ga ktmu kaka sebelah
fia_lutfiazhari,2020-05-27 17:51:34,@nandasurwaka Siapa sih kak? Antekmu kepo nih
fia_lutfiazhari,2020-05-27 12:03:33,@nandasurwaka @bunga_tyass @anansincand Belom di kenalin ke adek tapi ke mama udah
fia_lutfiazhari,2020-05-27 12:02:03,@bunga_tyass @nandasurwaka @anansincand Katane mama orange pesek og (2)
fia_lutfiazhari,2020-05-26 03:55:44,@sasyaaaaw Udh kaya es buah Wkwkwk 🤣
fia_lutfiazhari,2020-05-26 02:25:50,Pengen bikin bolu tapi males Wkwkwk😁
fia_lutfiazhari,2020-05-25 17:13:11,"@ohmybeautybank Iya aku jg Emg dasarnya aku udh gemuk Dan pgn gitu nyoba pake sweater Beli 1 eh pas di pake auto keliatan makin gemuk, alhasil skrng aku pake di rmh aja"
fia_lutfiazhari,2020-05-25 14:18:31,"@ohmybeautybank Di gerai kalodi iket rasanya kenceng , pas bangun auto pusing"
fia_lutfiazhari,2020-05-25 13:56:34,@ohmybeautybank Merahnya udh luntur tp ini tu ombre wardah velvet matte lip mousse yg ombre charmer + chic terracotta + liptint madame gie yg pink kemerahan https://t.co/DcGGpOulsP
fia_lutfiazhari,2020-05-25 12:39:26,Ingin kwetiauw
fia_lutfiazhari,2020-05-25 12:05:05,@ohmybeautybank Voal
fia_lutfiazhari,2020-05-25 12:00:38,@ohmybeautybank 4 bulan paling lama Soalnya emg ga lancar siklus haid nya
fia_lutfiazhari,2020-05-25 11:58:04,@anakrajadajjal @Asknonym Anjiiir
fia_lutfiazhari,2020-05-25 11:57:17,@ohmybeautybank Belinya di offline store sih kalo aku https://t.co/UFa6sDA5Ar
fia_lutfiazhari,2020-05-25 11:44:42,@marcellawijaya6 @ohmybeautybank Kecil sih engga Body goals mayan lah wkwwkkwk
fia_lutfiazhari,2020-05-25 10:00:29,@sivaaisya Ughtea milktea 🤣
fia_lutfiazhari,2020-05-25 06:18:17,@wstrpives Ga berani akuuuu
fia_lutfiazhari,2020-05-25 04:54:25,@wstrpives Drama apa nih ves?
fia_lutfiazhari,2020-05-25 01:35:33,@anakrajadajjal Thr om :v
fia_lutfiazhari,2020-05-25 01:35:18,"@sibangkitari Pas engga e trgantung individune Blm mateng secara pemikiran , msh dalam fase ego yg tinggi"
fia_lutfiazhari,2020-05-25 01:34:24,@anakrajadajjal Bukan penghalaaang yakan wkwkwk 😁
fia_lutfiazhari,2020-05-25 01:33:16,"@ohmybeautybank Aku pake yg nmr 5 dan bagus warnanya , kalo pgn kelihatan natural ya tinggal combine warnanya aja , mainin warna"
fia_lutfiazhari,2020-05-25 01:28:46,@dinaaprly_ Baru beberapa hari yg lalu kayaa gitu
fia_lutfiazhari,2020-05-25 01:24:27,@sonyasprtw Panutankuuuuu wkwkwkwk 😁😁😁
fia_lutfiazhari,2020-05-25 01:22:29,"@ohmybeautybank Aku suka streaming dance cardio / zumba nya skwadfitness , Sunny funny fitness"
fia_lutfiazhari,2020-05-25 01:20:58,@ohmybeautybank BB cream sih aku
fia_lutfiazhari,2020-05-25 01:20:20,"Lebaran kali ini di doain saudara2 cpt nyusul kakak2 w nikah Bingung mau nge aamiin in apa engga :( 1. Blm pengen nikah muda 2. Calon nya blm ada :v Dan selalu ada pertanyaan "" wes nduwe pacar durung ? "" 😐😐😐"
fia_lutfiazhari,2020-05-25 01:17:21,"@aidaptrs_ "" udah punya pacar belom "" can relate"
fia_lutfiazhari,2020-05-25 01:16:35,@sonyasprtw Kebanyakan santen kakkk
fia_lutfiazhari,2020-05-25 01:14:02,@anakrajadajjal Deketin dong kak Al 🤣
fia_lutfiazhari,2020-05-25 01:12:26,@sonyasprtw Eh di coment org cakep wkwkwk 🤣🤣
fia_lutfiazhari,2020-05-25 00:27:56,@ohmybeautybank Aku juga gitu dan kata dokter di tambal dulu soalnya mahkotanya msh bagus
fia_lutfiazhari,2020-05-25 00:21:40,"Mau di rumah , rumah simbah , rumah saudara menu wajib nya opor dan harus makan Bisa bisa puasa 30 hari turun 3 kg lebaran 2 hari naik 5 kg ini siih 😆"
fia_lutfiazhari,2020-05-24 15:36:05,#FotoProfilBaru https://t.co/wGfYn7AoG7
fia_lutfiazhari,2020-05-23 22:48:00,"taqabbalallaahu minnaa wa minkum taqabbal yaa kariim Udh sholat ied nya jamaah di rumah aja gausah kemana2 , berjaga2 lbh baik 🙂"
fia_lutfiazhari,2020-05-23 22:46:38,@nandasurwaka Akhire mualaf ki?
fia_lutfiazhari,2020-05-23 22:45:48,@GabrinaLRF Lutfi - upik jadinya lutpik yaa hmm panggilan baru lagi wwkkwwk Mohon maaf lahir dan batin juga ya mbaaaak 😊😊
fia_lutfiazhari,2020-05-23 11:27:47,Selamat Hari Raya Idul Fitri 1441 H Semoga amalan kita selama bulan Ramadhan di terima oleh Allah SWT dan dapat dipertemukan lagi di Ramadhan tahun depan Aamiin #EidMubarak
fia_lutfiazhari,2020-05-22 15:30:04,Allah SWT tahu kapan waktu yang tepat dan waktu yh terbaik untuk kita mendapatkan apa yg kita inginkan 😊😊😊
fia_lutfiazhari,2020-05-22 15:30:03,"Ketika kita tidak bisa mendapatkan apa yg kita inginkan walaupun kita sudah bekerja keras, mungkin Allah SWT pengen lihat usaha dan kerja keras kita lagi dan lagi, mungkin apa yg kita rasa sudah maksimal belum maksimal menurut Allah SWT"
fia_lutfiazhari,2020-05-22 15:30:03,"Berbanggalah sesuai porsi , krn kita tau semua itu tdk murni dari kerja keras kita saja , krn semua itu tdk luput dari campur tangan Sang Pencipta , semua bisa di ambil Allah SWT kapan aja , krn semuanya hanya titipan"
fia_lutfiazhari,2020-05-22 15:30:02,"Terlepas dari terwujud atau tidaknya , setidaknya sudah ada plus dari perjuangannya Saat kita bisa mendapatkannya , akan ada rasa bangga tersendiri krn dari kerja keras dan ikhtiar kita , kita bisa mewujudkan itu dan perlu di underline bangga yg berlebih cenderung ke sombongb"
fia_lutfiazhari,2020-05-22 15:30:02,Sedari kecil selalu diajari kalo kamu ingin sesuatu kamu pengen sesuatu ya bekerja keras untuk hal itu Bekerja keras bukan berarti 'bekerja' Karena sesuatu didapetin ngga cuma2 Semua butuh perjuangan buat ngedapetin itu
fia_lutfiazhari,2020-05-04 04:54:33,@ohmybeautybank Maybelline powdermattes
fia_lutfiazhari,2020-05-03 10:13:46,Misi numpang lewat https://t.co/knnrTnn0df
fia_lutfiazhari,2020-05-03 02:55:00,@fuckincapcipcup Ya takutt laah Taruhannya nyawa
fia_lutfiazhari,2020-05-03 01:59:25,https://t.co/wg1Q5sHXbR
fia_lutfiazhari,2020-05-03 01:28:02,Gowessin 😁 https://t.co/VIzsO7aZ2m
fia_lutfiazhari,2020-05-02 19:01:40,@wstrpives Ga ngerti Ga paham Dia suka gitu
fia_lutfiazhari,2020-05-02 18:55:32,@ichzsann Rasisan baygon? 🤣
fia_lutfiazhari,2020-05-02 15:15:25,@aalifatriansyah Siaap
fia_lutfiazhari,2020-05-02 15:15:18,@ichzsann Lha emang iki wes bengi? 🤣
fia_lutfiazhari,2020-05-02 14:21:13,@ichzsann Bacut bengi
fia_lutfiazhari,2020-05-02 14:10:31,PENGEN DOLAN AKU KII Tapi wedi begal 😑
fia_lutfiazhari,2020-05-02 14:10:06,@aalifatriansyah Ga ada yg lain apa?
fia_lutfiazhari,2020-05-02 13:37:05,Gabut betss ya allah 😔 https://t.co/b4BSQQJljx
fia_lutfiazhari,2020-05-01 15:22:48,@fuckincapcipcup Maacih
fia_lutfiazhari,2020-05-01 15:22:34,@Shellaemeliana1 Kenapa aku selalu mau di ajak ngejalanin hubungan tanpa kepastian?
fia_lutfiazhari,2020-05-01 14:47:17,@jawafess Pepet
fia_lutfiazhari,2020-05-01 13:58:34,@aalifatriansyah Sus kering
fia_lutfiazhari,2020-05-01 09:04:18,Ngabuburitnya bikin sus coklat yakaaan https://t.co/O4chxxUvG2
fia_lutfiazhari,2020-04-30 13:39:10,Oh shittt Moodku bisa seancur ini pas lg mens 😭😭
fia_lutfiazhari,2020-04-30 13:34:41,@aidaptrs_ @roseeearmp Kemarau lo mak ntar
fia_lutfiazhari,2020-04-30 13:33:33,@aidaptrs_ @roseeearmp Mak jangan lama2 dianggurin yaaa mak
fia_lutfiazhari,2020-04-30 13:31:53,SUMPAH YA BETE SE BETE BETENYA AKUUUUU -_-
fia_lutfiazhari,2020-04-30 13:30:47,@roseeearmp @aidaptrs_ Anjiiiiir indomie beku 🤦‍♀️🤦‍♀️ Indomie kemarau ituu kelamaan di anggurin jd kering 🤣🤣
fia_lutfiazhari,2020-04-29 13:14:58,@ohmybeautybank Ga jugaa Aku tiap bln facial
fia_lutfiazhari,2020-04-29 13:14:25,@ohmybeautybank Maybelline powdermattes kalo ngga ya maybelline stay matte ink
fia_lutfiazhari,2020-04-29 05:07:27,@radenrauf Tadinya udh tp bete lagi
fia_lutfiazhari,2020-04-29 04:30:57,@sonyasprtw @sarahrazihan Anjiiir bener 🤣
fia_lutfiazhari,2020-04-28 21:19:16,@dwihandaanda Gemes bgt sih freyy Monangiss liatnyaa 🤣
